# ESV Chronological Bible — Daily Reading Index, transcribed from the printed
# volume (Crossway). Day <TAB> reading reference string, exactly as printed.
#
# BUILD INPUT ONLY. This file is not imported by the site and is not served:
# the arrangement of scripture into 365 chronological readings is Crossway's
# editorial work, and republishing it wholesale is a different thing from
# publishing counts derived from it. What ships is the aggregate — verses per
# book per day — which is what the original Flourish version published too.
#
# Transcribed 2026-08-03 from photographs of pp. 1769ff. Correctness is not
# assumed: scripts/build-chrono-sankey.mjs asserts that the plan covers every
# verse of all 66 books exactly once, with no gaps and no overlaps, so a
# mis-read chapter or verse number fails the build and names the book.
#
# Separators are reproduced as printed: ';' continues a reading, '|' marks
# where the volume breaks to a new interleaved block.
103	2 Samuel 4:1–5:3; 1 Chronicles 11:1–3 | 2 Samuel 5:4–10; 1 Chronicles 11:4–9; 12:23–40 | 2 Samuel 5:11–12; 1 Chronicles 14:1–2 | 2 Samuel 5:13–16; 1 Chronicles 14:3–7 | 2 Samuel 5:17–25; 1 Chronicles 14:8–17
104	2 Samuel 10:1–11:1; 12:26–31; 1 Chronicles 19:1–20:3
105	2 Samuel 11:2–12:25; Psalm 51:1–19
106	2 Samuel 21:1–22; 1 Chronicles 20:4–8 | 2 Samuel 13:1–14:33 | Psalm 35:1–28
107	2 Samuel 6:1–23; 1 Chronicles 13:1–14; 15:1–16:3; 6:31–53
108	1 Chronicles 16:4–43 | Psalms 96:1–13; 29:1–11
109	2 Samuel 7:1–29; 1 Chronicles 17:1–27 | Psalm 110:1–7
110	2 Samuel 8:1–9:13; 1 Chronicles 18:1–17; Psalm 60:1–12
111	2 Samuel 15:1–16:22; Psalm 3:1–8
112	2 Samuel 16:23–18:8 | Psalm 17:1–15 | 2 Samuel 18:9–33
113	2 Samuel 19:1–20:26 | Psalms 6:1–10; 9:1–20
114	2 Samuel 22:1–51; Psalm 18:1–50
115	2 Samuel 24:1–25; 1 Chronicles 21:1–22:1 | Psalm 103:1–22
116	1 Kings 1:1–53; 1 Chronicles 22:2–23:32
117	1 Chronicles 24:1–26:32
118	1 Chronicles 27:1–29:25
119	2 Samuel 23:1–39; 1 Chronicles 11:10–47
120	1 Kings 2:1–12; 1 Chronicles 29:26–30 | Psalms 1:1–6; 2:1–12
121	Psalms 8:1–9; 10:1–18; 11:1–7; 14:1–7
122	Psalms 15:1–5; 16:1–11; 19:1–14; 20:1–9
123	Psalms 21:1–13; 22:1–31; 23:1–6; 24:1–10
124	Psalms 27:1–14; 28:1–9; 30:1–12; 31:1–24
125	Psalms 32:1–11; 33:1–22; 36:1–12
126	Psalms 37:1–40; 38:1–22; 39:1–13
127	Psalms 40:1–17; 41:1–13; 53:1–6; 55:1–23
128	Psalms 58:1–11; 61:1–8; 62:1–12
129	Psalms 64:1–10; 65:1–13; 66:1–20
130	Psalms 67:1–7; 68:1–35; 70:1–5
131	Psalms 69:1–36; 86:1–17; 101:1–8
132	Psalms 108:1–13; 109:1–31; 122:1–9
133	Psalms 124:1–8; 131:1–3; 133:1–3; 138:1–8; 139:1–24
134	Psalms 140:1–13; 141:1–10; 142:1–7
135	Psalms 143:1–12; 144:1–15; 145:1–21
136	Psalms 50:1–23; 73:1–28; 74:1–23
137	Psalms 75:1–10; 76:1–12; 77:1–20; 79:1–13
138	Psalms 78:1–72; 80:1–19
139	Psalms 81:1–16; 82:1–8; 83:1–18
140	1 Kings 2:13–3:15; 2 Chronicles 1:1–13 | 1 Kings 3:16–28
141	Psalms 72:1–20; ***127:1–5; Proverbs 1:1–33
142	Proverbs 2:1–4:27
143	Proverbs 5:1–7:27
144	Proverbs 8:1–10:32
145	Proverbs 11:1–13:25
146	Proverbs 14:1–16:33
147	Proverbs 17:1–20:30
148	Proverbs 21:1–24:34
149	Song of Solomon 1:1–4:16
150	Song of Solomon 5:1–8:14
151	1 Kings 4:1–5:18; 2 Chronicles 2:1–18
152	1 Kings 6:1–38; 2 Chronicles 3:1–14 | 1 Kings 8:1–66; 2 Chronicles 5:2–7:10
153	1 Kings 7:1–51; 2 Chronicles 3:15–5:1
154	Psalms 42:1–11; 43:1–5; 44:1–26; 45:1–17
155	Psalms 46:1–11; 47:1–9; 48:1–14; 49:1–20
156	Psalms 71:1–24; 84:1–12; 85:1–13; 87:1–7
157	Psalms 88:1–18; 89:1–52
158	1 Kings 9:1–28; 2 Chronicles 7:11–8:18
159	Ecclesiastes 1:1–3:22
160	Ecclesiastes 4:1–6:12
161	Ecclesiastes 7:1–9:18
162	Ecclesiastes 10:1–12:14
163	1 Kings 10:1–11:43; 2 Chronicles 1:14–17; 9:1–31
164	1 Chronicles 3:10–16 | 1 Kings 12:1–33; 2 Chronicles 10:1–11:23
165	1 Kings 13:1–14:31; 2 Chronicles 12:1–16 | Psalm 91:1–16
166	1 Kings 15:1–8; 2 Chronicles 13:1–14:1 | 1 Kings 15:9–24; 2 Chronicles 14:2–16:14
167	1 Kings 15:25–17:24
168	1 Kings 18:1–20:43
169	1 Kings 21:1–22:53
170	2 Chronicles 17:1–20:37
171	Psalms 92:1–15; 93:1–5; 94:1–23
172	2 Kings 1:1–3:27
173	2 Kings 4:1–7:20
174	2 Kings 8:1–29; 2 Chronicles 21:1–22:6
175	2 Kings 9:1–10:36; 2 Chronicles 22:7–9
176	2 Kings 11:1–12:21; 2 Chronicles 22:10–24:27
177	2 Kings 13:1–14:29; 2 Chronicles 25:1–28
178	2 Kings 15:1–7; 2 Chronicles 26:1–23 | Isaiah 6:1–13 | Amos 1:1–2:16
179	Amos 3:1–5:27
180	Amos 6:1–9:15
181	2 Kings 15:8–38; 2 Chronicles 27:1–9 | Micah 1:1–16
182	Jonah 1:1–4:11
183	Hosea 1:1–4:19
184	Hosea 5:1–7:16
185	Isaiah 1:1–2:22 | Micah 4:1–13
186	Isaiah 3:1–5:30
187	2 Kings 16:1–20; 2 Chronicles 28:1–27
188	Hosea 8:1–11:12
189	Micah 2:1–3:12 | Isaiah 7:1–25
190	Isaiah 8:1–10:34; 28:1–29
191	Isaiah 11:1–14:32
192	2 Kings 17:1–41; 1 Chronicles 5:25–26 | Psalms 99:1–9; 106:1–48
193	Hosea 12:1–14:9
194	Micah 5:1–7:20
195	2 Kings 18:1–12; 2 Chronicles 29:1–31:21
196	Isaiah 15:1–17:14
197	Isaiah 18:1–19:25; 21:1–17
198	2 Kings 18:13–19:37; 2 Chronicles 32:1–23; Isaiah 36:1–37:38
199	Isaiah 20:1–6; 22:1–23:18
200	Isaiah 24:1–27:13
201	Isaiah 29:1–31:9
202	Isaiah 32:1–35:10
203	2 Kings 20:1–21; Isaiah 38:1–39:8; 2 Chronicles 32:24–33
204	Isaiah 40:1–43:28
205	Psalms 95:1–11; 97:1–12; 98:1–9; 100:1–5
206	Isaiah 44:1–47:15
207	Isaiah 48:1–51:23
208	Isaiah 52:1–54:17
209	Isaiah 55:1–57:21
210	Isaiah 58:1–62:12
211	Isaiah 63:1–66:24
212	Proverbs 25:1–28:28
213	Proverbs 29:1–31:31
214	2 Kings 21:1–26; 2 Chronicles 33:1–25 | Psalm 102:1–28
215	2 Kings 22:1–23:20; 2 Chronicles 34:1–33
216	Zephaniah 1:1–3:20 | Psalm 105:1–45
217	Nahum 1:1–3:19
218	Jeremiah 1:1–2:37 | 2 Kings 23:21–30; 2 Chronicles 35:1–27
219	Jeremiah 3:1–5:31
220	Jeremiah 6:1–30; 46:1–47:7 | Psalm 104:1–35
221	2 Kings 23:31–24:17; 2 Chronicles 36:1–10 | Jeremiah 26:1–24; 35:1–19
222	Habakkuk 1:1–3:19; Jeremiah 25:1–38
223	Jeremiah 45:1–5; 36:1–32; Daniel 1:1–2:49
224	2 Kings 24:18–20; 2 Chronicles 36:11–14; Jeremiah 52:1–3 | Jeremiah 24:1–10; 20:1–18; 7:1–34
225	Jeremiah 8:1–10:25
226	Jeremiah 11:1–13:27
227	Jeremiah 14:1–16:21
228	Jeremiah 17:1–19:15
229	Jeremiah 30:1–31:40 | Daniel 3:1–30
230	Jeremiah 27:1–29:32
231	Ezekiel 1:1–3:27
232	Ezekiel 4:1–7:27
233	Ezekiel 8:1–10:22
234	Ezekiel 11:1–13:23
235	Ezekiel 14:1–16:63
236	Ezekiel 17:1–19:14
237	Ezekiel 20:1–21:32
238	Ezekiel 22:1–23:49
239	Ezekiel 24:1–25:17 | Jeremiah 37:1–38:28
240	Jeremiah 21:1–23:40
241	2 Kings 25:1–7; 2 Chronicles 36:15–21; Jeremiah 52:4–27 | Jeremiah 32:1–44
242	Ezekiel 29:1–16 | Jeremiah 33:1–34:22
243	Ezekiel 30:20–31:18 | Jeremiah 48:1–49:39
244	Jeremiah 50:1–51:64
245	Ezekiel 26:1–28:26
246	2 Kings 25:8–26; Jeremiah 39:1–41:18; 1 Chronicles 6:1–15
247	Lamentations 1:1–5:22
248	Jeremiah 42:1–44:30
249	Ezekiel 32:1–34:31
250	Ezekiel 35:1–37:28
251	Ezekiel 38:1–39:29 | Obadiah 1–21
252	Ezekiel 40:1–43:27
253	Ezekiel 44:1–48:35
254	Daniel 4:1–37; Ezekiel 29:17–30:19 | 2 Kings 25:27–30; Jeremiah 52:28–34 | Daniel 7:1–28
255	Daniel 8:1–27 | Daniel 5:1–6:28 | Daniel 9:1–27
256	Daniel 10:1–12:13 | 2 Chronicles 36:22–23; Ezra 1:1–2:70; 1 Chronicles 3:17–24; 9:1–34
257	Ezra 3:1–5:2 | Haggai 1:1–2:9
258	Zechariah 1:1–6 | Haggai 2:10–23 | Zechariah 1:7–3:10
259	Zechariah 4:1–6:15
260	Ezra 5:3–6:15
261	Zechariah 7:1–8:23
262	Ezra 6:16–22 | Zechariah 9:1–11:17
263	Zechariah 12:1–14:21
264	Joel 1:1–3:21
265	Psalms 107:1–43; 111:1–10; 112:1–10
266	Psalms 113:1–9; 114:1–8; 115:1–18
267	Psalms 116:1–19; 117:1–2; 118:1–29
268	Psalm 119:1–88
269	Psalm 119:89–176
270	Psalms 120:1–7; 121:1–8; 123:1–4; 125:1–5
271	Psalms 126:1–6; 128:1–6; 129:1–8
272	Psalms 130:1–8; 132:1–18; 134:1–3; 135:1–21
273	Psalms 136:1–26; 137:1–9; 146:1–10; 147:1–20
274	Psalms 148:1–14; 149:1–9; 150:1–6
275	Malachi 1:1–4:6
276	Esther 1:1–3:15
277	Esther 4:1–6:14
278	Esther 7:1–10:3
279	Ezra 7:1–8:36
280	Ezra 9:1–10:44
281	Nehemiah 1:1–3:32
282	Nehemiah 4:1–6:19
283	Nehemiah 7:1–8:18
284	Nehemiah 9:1–10:39
285	Nehemiah 11:1–13:31
286	Matthew 1:1–17; Luke 3:23b–38 | John 1:1–18 | Luke 1:1–25
287	Luke 1:26–80 | Matthew 1:18–25
288	Luke 2:1–38 | Matthew 2:1–23 | Luke 2:39–52
289	Matthew 3:1–17; Mark 1:1–11; Luke 3:1–23a
290	Matthew 4:1–11; Mark 1:12–13; Luke 4:1–13 | John 1:19–2:25
291	John 3:1–36 | Matthew 4:12–17; Mark 1:14–15; Luke 4:14–30; John 4:1–54
292	Matthew 4:18–22; Mark 1:16–28; Luke 5:1–11; 4:31–37 | Matthew 8:14–17; Mark 1:29–34; Luke 4:38–41 | Matthew 4:23–25; Mark 1:35–39; Luke 4:42–44
293	Matthew 8:2–4; Mark 1:40–45; Luke 5:12–16 | Matthew 9:1–17; Mark 2:1–22; Luke 5:17–39 | John 5:1–47
294	Matthew 12:1–21; Mark 2:23–3:19; Luke 6:1–16
295	Matthew 5:1–8:1; Luke 6:17–49
296	Matthew 8:5–13; Luke 7:1–17 | Matthew 11:2–30; Luke 7:18–50
297	Luke 8:1–3 | Matthew 12:22–50; 9:27–34; Mark 3:20–35; Luke 8:19–21
298	Matthew 13:1–53; Mark 4:1–34; Luke 8:4–18
299	Matthew 8:18, 23–27; Mark 4:35–41; Luke 8:22–25 | Matthew 8:28–34; Mark 5:1–20; Luke 8:26–39 | Matthew 9:18–26; Mark 5:21–43; Luke 8:40–56 | Matthew 13:54–58; Mark 6:1–6 | Matthew 9:35–38
300	Matthew 10:1–11:1; Mark 6:7–13; Luke 9:1–6 | Matthew 14:1–12; Mark 6:14–30; Luke 9:7–9
301	Matthew 14:13–36; Mark 6:31–56; Luke 9:10–17; John 6:1–71
302	Matthew 15:1–16:28; Mark 7:1–9:1; Luke 9:18–27
303	Matthew 17:1–18:35; Mark 9:2–50; Luke 9:28–50
304	Matthew 8:19–22; Luke 9:51–62 | John 7:1–52 [additional reading: John 7:53–8:11]
305	John 8:12–10:42
306	Luke 10:1–12:59
307	Luke 13:1–15:32
308	Luke 16:1–17:37 | John 11:1–57
309	Luke 18:1–14 | Matthew 19:1–12; Mark 10:1–12 | Matthew 19:13–30; Mark 10:13–31; Luke 18:15–30
310	Matthew 20:1–34; Mark 10:32–52; Luke 18:31–19:28
311	Matthew 21:1–22; Mark 11:1–25; Luke 19:29–48; John 12:1, 9–50
312	Matthew 21:23–22:22; Mark 11:27–12:17; Luke 20:1–26
313	Matthew 22:23–23:36; Mark 12:18–40; Luke 20:27–47
314	Matthew 23:37–24:31; Mark 12:41–13:27; Luke 21:1–27
315	Matthew 24:32–25:46; Mark 13:28–37; Luke 21:28–38
316	Matthew 26:1–5; Mark 14:1–2; Luke 22:1–6 | Matthew 26:6–16; Mark 14:3–11; John 12:2–8
317	Matthew 26:17–25; Mark 14:12–21; Luke 22:7–16, 21–30; John 13:1–30
318	Matthew 26:26–35; Mark 14:22–31; Luke 22:17–20, 31–38; John 13:31–16:4
319	John 16:5–18:12; Matthew 26:36–56; Mark 14:32–52; Luke 22:39–53
320	Matthew 26:57–75; Mark 14:53–72; Luke 22:54–65; John 18:13–27
321	Matthew 27:1–30; Mark 15:1–20; Luke 22:66–23:25; John 18:28–19:16
322	Matthew 27:31–56; Mark 15:21–41; Luke 23:26–49; John 19:17–30
323	Matthew 27:57–28:8; Mark 15:42–16:8; Luke 23:50–24:12; John 19:31–20:18
324	Matthew 28:9–20; Luke 24:13–53; John 20:19–21:25 [additional reading: Mark 16:9–20]
325	Acts 1:1–5:16
326	Acts 5:17–8:40
327	Acts 9:1–12:25
328	Acts 13:1–16:40
329	Acts 17:1–18:17; 1 Thessalonians 1:1–5:28
330	Acts 18:18–19:7; 2 Thessalonians 1:1–3:18
331	Acts 19:8–41; Galatians 1:1–4:31
332	Galatians 5:1–6:18; 1 Corinthians 1:1–3:23
333	1 Corinthians 4:1–7:40
334	1 Corinthians 8:1–11:34
335	1 Corinthians 12:1–14:40
336	1 Corinthians 15:1–16:24
337	2 Corinthians 1:1–4:18
338	2 Corinthians 5:1–8:24
339	2 Corinthians 9:1–13:14
340	Acts 20:1–6; Romans 1:1–4:25
341	Romans 5:1–8:39
342	Romans 9:1–12:21
343	Romans 13:1–16:27
344	Acts 20:7–23:35
345	Acts 24:1–27:44
346	Acts 28:1–31; Ephesians 1:1–3:21
347	Ephesians 4:1–6:24
348	Philippians 1:1–4:23
349	Colossians 1:1–4:18; Philemon 1–25
350	James 1:1–5:20
351	Hebrews 1:1–5:14
352	Hebrews 6:1–9:28
353	Hebrews 10:1–13:25
354	Titus 1:1–3:15
355	1 Timothy 1:1–3:16
356	1 Timothy 4:1–6:21
357	1 Peter 1:1–5:14
358	2 Timothy 1:1–4:22
359	2 Peter 1:1–3:18; Jude 1–25
360	1 John 1:1–5:21
361	2 John 1–13; 3 John 1–15; Revelation 1:1–3:22
362	Revelation 4:1–8:1
363	Revelation 8:2–12:17
364	Revelation 13:1–16:21
365	Revelation 17:1–22:21
